Site.x	Tag	Unique.Random.ID	File	Total.Reads	Aligned.Reads	Unaligned.Reads	Ambiguously.Aligned.Reads	No.Genomic.Sequence	Duplicate.Reads..removed.	Unique.Reads..remaining.	Total.Cs	Methylated.CpGs	Unmethylated.CpGs	Methylated.chgs	Unmethylated.chgs	Methylated.CHHs	Unmethylated.CHHs	Species.x	Site.x.x	Community.x	Plot.x	C.W.G.x	Plant.ID.x	Leaf.collection.DOY.x	Phenology.x	Collector.x	mix	Species.y	Site.y	Plot.y	C.T.x	Plant.ID.y	Date	FLWR.PHENO.Flwr.Bud	FLWR.PHENO.Flwr.Mat	FLWR.PHENO.Flwr.Sen.	FLWR.PHENO.Cap.twist	FLWR.PHENO.Seed.Disp	FLWR.PHE.Aborted	Eaten	Height	PHENO	Flwr_total	Community.y	C.W.G.y	Plot.x.x	Plant.ID.x.x	Phenology.2018	X..Cap.Twist.2019	Collect.	Tag.nearby	X2019.Collection.Count	Collection.2019	Weight.x	Photo.time	Photo.DOY	DOY.Lv.collected	Lf.hairs	Aphids	Crystals.on.lv	DOY.Seed...Lv.Collected.2019	Plate.x	Location.x	Comments.x	Petri.Dish.ID.	C.T.y	Plant.ID.y.y	Species.x.x	Site.y.y	Plot.y.y	X..seeds..50.seeds.	X..seeds.Petri.dish.in.lab	ungerminated.seed.count.GD33	total.germinated.seeds	Seeds.Collection.DOY	Phenology.y	X..seeds..all.seeds.	weight.all.seeds..g.mg.	X..extra.seed	weight.extra.seeds..g.mg.	weight.50.seeds..mg.	Extra.seeds..Y.N.	Processor	Comments.y	Unique.non.random.ID	X..Dryas.flwrs	Dryas.seed.Ripeness	Notes	Chamber	C.W	Site.x.x.x	Species.y.y	Community.x.x	Plot.x.x.x	Plant.ID.x.x.x	Unique.Random.ID.x	Number.of.Seeds	Seed.weight.mg	Seed.Agar.group	Jan22.Low	Jan25.Low	Jan28.Low	Jan31.Low	Feb1st	Percent_germ	Plate.y	Location.y	Numb.Lv	Weight.y	DNA.extraction.comments	Hair.on.leaves	Petioles	Observer	Unique.Random.ID.1	Species	Site.y.y.y	Community.y.y	Plot.y.y.y	C.W.G	Plant.ID.y.y.y	Leaf.collection.DOY.y	Phenology	Collector.y	Latitude	Longitude	Comments
ALAS0C	19	261	C2.E02.C2g10_ALAS0C_19_261_R1_val_1_bismark_bt2_pe.bam	60136474	42266007	9694137	8176143	187	6607248	35658759	1221588042	46618931	72759431	28169666	141655172	27199520	905185322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Toolik Lake, Alaska, USA	D.octopetala			C19	261	25	0.003	C6	0	0	0	0	0	0	3 and 4	g10	4	16.5-4.3	1 hairy	1			261	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C19	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0C	19	261	C2.E02.C2g10_ALAS0C_19_261_R1_val_1_bismark_bt2_pe.bam	60136474	42266007	9694137	8176143	187	6607248	35658759	1221588042	46618931	72759431	28169666	141655172	27199520	905185322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Toolik Lake, Alaska, USA	D.octopetala			C19	261	25	0.003	C6	0	0	0	0	0	0	3 and 4	g10	4	16.5-4.3	1 hairy	1			261	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C19	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
CASS17C	576	175	C2.E10.C1h12_CASS17C_576_175_R1_val_1_bismark_bt2_pe.bam	62816479	43480236	9295111	10040877	255	7204028	36276208	1261178610	45067298	83680086	25111861	149970187	24781130	932568048	D. integrifolia	Alexandra Fiord	CASS	17	C	576	224	Longterm	Cassandra	CASS_17_C_576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASS	C	17	576	Longterm	3	Y		10	Y	0.06	12:06	208	208	2	NA	NA	NA	1 and 2	h12		Dr175	C	576	Dryas	CASS	17	50	50	NA	0	224	Y	50	5.53	NA	0.59	4.94	Y	Hailey		63	1	2		LOW	C	Alexandra Fiord	D. integrifolia	CASS	17	576	175	25	0.005	C3	0	1	0	0	0	0	1 and 2	h12	6	17.2-4.2		1	S	Cassandra	175	D. integrifolia	Alexandra Fiord	CASS	17	C	576	224	Longterm	Cassandra			
CASS17C	576	175	C2.E10.C1h12_CASS17C_576_175_R1_val_1_bismark_bt2_pe.bam	62816479	43480236	9295111	10040877	255	7204028	36276208	1261178610	45067298	83680086	25111861	149970187	24781130	932568048	D. integrifolia	Alexandra Fiord	CASS	17	C	576	224	Longterm	Cassandra	CASS_17_C_576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASS	C	17	576	Longterm	3	Y		10	Y	0.06	12:06	208	208	2	NA	NA	NA	1 and 2	h12		Dr175	C	576	Dryas	CASS	17	50	50	NA	0	224	Y	50	5.53	NA	0.59	4.94	Y	Hailey		63	1	2		HIGH	C	Alexandra Fiord	D. integrifolia	CASS	17	576	175	25	0.005	C3	0	0	0	0	0	0	1 and 2	h12	6	17.2-4.2		1	S	Cassandra	175	D. integrifolia	Alexandra Fiord	CASS	17	C	576	224	Longterm	Cassandra			
LATD5C	2	201	C2.E11.C2c3_LATD5C_2_201_R1_val_1_bismark_bt2_pe.bam	58225491	40774992	8441720	9008542	237	7008764	33766228	1185692288	42952833	78789112	25259432	139257994	21707529	877725388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl5	C2	201	25	0.003	C4	0	0	0	0	0	0	3 and 4	c3	5	14.8-4.4		NA			201	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl5	C	C2	203	N	Mario Rudner			possible dried last years flower
LATD5C	2	201	C2.E11.C2c3_LATD5C_2_201_R1_val_1_bismark_bt2_pe.bam	58225491	40774992	8441720	9008542	237	7008764	33766228	1185692288	42952833	78789112	25259432	139257994	21707529	877725388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl5	C2	201	25	0.003	C4	0	0	0	0	0	0	3 and 4	c3	5	14.8-4.4		NA			201	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl5	C	C2	203	N	Mario Rudner			possible dried last years flower
DRY5C	28	92	C2.F10.C1d7_DRY5C_28_92_R1_val_1_bismark_bt2_pe.bam	48290565	33841989	7197701	7250686	189	4987811	28854178	999254666	34337481	69895183	19567934	118881529	18248393	738324146	D. integrifolia	Alexandra Fiord	DRY	5	C	28	224	Y	Cassandra	DRY_5_C_28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRY	C	5	28	Longterm	3	Y		2		0.01	11:26	209	208	0	NA	1	NA	1 and 2	d7		Dr092	C	28	Dryas	DRY	5	50	49	49	0	224	Y	50	7.1	NA	1.66	5.44	Y	Zoe		87	1	2		LOW	C	Alexandra Fiord	D. integrifolia	DRY	5	28	92	NA	NA		0	0	0	0	0	NA	1 and 2	d7	4	14-2.4		1	S	Cassandra	92	D. integrifolia	Alexandra Fiord	DRY	5	C	28	224	Longterm	Cassandra			
DRY5C	28	92	C2.F10.C1d7_DRY5C_28_92_R1_val_1_bismark_bt2_pe.bam	48290565	33841989	7197701	7250686	189	4987811	28854178	999254666	34337481	69895183	19567934	118881529	18248393	738324146	D. integrifolia	Alexandra Fiord	DRY	5	C	28	224	Y	Cassandra	DRY_5_C_28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRY	C	5	28	Longterm	3	Y		2		0.01	11:26	209	208	0	NA	1	NA	1 and 2	d7		Dr092	C	28	Dryas	DRY	5	50	49	49	0	224	Y	50	7.1	NA	1.66	5.44	Y	Zoe		87	1	2		HIGH	C	Alexandra Fiord	D. integrifolia	DRY	5	28	92	NA	NA		0	0	0	0	0	NA	1 and 2	d7	4	14-2.4		1	S	Cassandra	92	D. integrifolia	Alexandra Fiord	DRY	5	C	28	224	Longterm	Cassandra			
LATD2C	1	203	C2.F11.C2e3_LATD2C_1_203_R1_val_1_bismark_bt2_pe.bam	54335724	37661048	8012351	8662088	237	5955219	31705829	1098262936	39759842	74627265	22532319	129821554	21533828	809988128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C1	203	6	0.001	C4	0	0	0	0	0	0	3 and 4	e3	5	15.2-4.4		NA			203	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C1	203	N	Mario Rudner			possible dried last years flower
LATD2C	1	203	C2.F11.C2e3_LATD2C_1_203_R1_val_1_bismark_bt2_pe.bam	54335724	37661048	8012351	8662088	237	5955219	31705829	1098262936	39759842	74627265	22532319	129821554	21533828	809988128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C1	203	6	0.001	C4	0	0	0	0	0	0	3 and 4	e3	5	15.2-4.4		NA			203	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C1	203	N	Mario Rudner			possible dried last years flower
ALAS0C	10	246	C2.G01.C2h8_ALAS0C_10_246_R1_val_1_bismark_bt2_pe.bam	67758037	46207638	11453325	10096869	205	7310926	38896712	1361192829	53241302	76115226	30956570	156914899	32245285	1011719547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Toolik Lake, Alaska, USA	D.octopetala			C10	246	28	0.006	C7	0	1	1	1	1	0.035714286	3 and 4	h8	3	19.2-4.3	2-hairy	2			246	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C10	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0C	10	246	C2.G01.C2h8_ALAS0C_10_246_R1_val_1_bismark_bt2_pe.bam	67758037	46207638	11453325	10096869	205	7310926	38896712	1361192829	53241302	76115226	30956570	156914899	32245285	1011719547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Toolik Lake, Alaska, USA	D.octopetala			C10	246	28	0.006	C7	0	0	0	0	0	0	3 and 4	h8	3	19.2-4.3	2-hairy	2			246	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C10	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
SVAL12C	12	273	C2.G04.C2c12_SVAL12C_12_273_R1_val_1_bismark_bt2_pe.bam	54365625	38060300	7455788	8849338	199	6459324	31600976	1078915198	36956344	79478617	20550861	129609631	19295470	793024275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Svalbard	D.octopetala		12	C12	273	NA	NA		0	0	0	0	0	NA	3 and 4	c12	7	13.4	lots of tissue	NA			273	D.octopetala	Svalbard	NA	12	C	C12	NA	N	Petr Matek			No seed
SVAL12C	12	273	C2.G04.C2c12_SVAL12C_12_273_R1_val_1_bismark_bt2_pe.bam	54365625	38060300	7455788	8849338	199	6459324	31600976	1078915198	36956344	79478617	20550861	129609631	19295470	793024275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Svalbard	D.octopetala		12	C12	273	NA	NA		0	0	0	0	0	NA	3 and 4	c12	7	13.4	lots of tissue	NA			273	D.octopetala	Svalbard	NA	12	C	C12	NA	N	Petr Matek			No seed
LATD1C	4	223	C2.G12.C2a6_LATD1C_4_223_R1_val_1_bismark_bt2_pe.bam	67007620	46583717	10469661	9953998	244	6973933	39609784	1413587954	53109075	88888733	30687993	164312732	31052266	1045537155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl1	C4	223	25	0.01	C5	0	0	2	2	2	0.08	3 and 4	a6	6	13.9		NA			223	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl1	C	C4	234	N	Johan Martinelli			
LATD1C	4	223	C2.G12.C2a6_LATD1C_4_223_R1_val_1_bismark_bt2_pe.bam	67007620	46583717	10469661	9953998	244	6973933	39609784	1413587954	53109075	88888733	30687993	164312732	31052266	1045537155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl1	C4	223	25	0.01	C5	0	0	0	0	0	0	3 and 4	a6	6	13.9		NA			223	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl1	C	C4	234	N	Johan Martinelli			
ALAS0C	18	229	C2.H12.C2g6_ALAS0C_18_229_R1_val_1_bismark_bt2_pe.bam	61502310	41773805	11241759	8486548	198	6720318	35053487	1269130589	48877286	72809468	27866718	147074616	28472210	944030291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Toolik Lake, Alaska, USA	D.octopetala			C18	229	25	0.003	C6	0	0	0	0	0	0	3 and 4	g6	5	15.2	1-hairy	1			229	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C18	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0C	18	229	C2.H12.C2g6_ALAS0C_18_229_R1_val_1_bismark_bt2_pe.bam	61502310	41773805	11241759	8486548	198	6720318	35053487	1269130589	48877286	72809468	27866718	147074616	28472210	944030291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Toolik Lake, Alaska, USA	D.octopetala			C18	229	25	0.003	C6	0	1	0	0	0	0	3 and 4	g6	5	15.2	1-hairy	1			229	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C18	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
sample5	R1	val	Lab_sample5_R1_val_1_bismark_bt2_pe.bam	67505065	47295188	13215893	6993883	101	8427133	38868055	1482246195	57422274	87960706	38671533	154509367	54786056	1088896259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DRY1W	3	39	W1.A06.W1b4_DRY1W_3_39_R1_val_1_bismark_bt2_pe.bam	55719535	39007361	7468847	9243127	200	5618278	33389083	1110479116	36690817	81269777	20889280	132726423	21099349	817803470	D. integrifolia	Alexandra Fiord	DRY	1	W	3	224	Y	Cassandra	DRY_1_W_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRY	W	1	3	Longterm	1	N	1	NA		0.02	11:02	209	208	4	1	NA	NA	1 and 2	b4		Dr039	T	3	Dryas	DRY	1	50	50	49	1	224	Y	50	51.3	NA	45.63	5.67	Y	Andrew		74	5	2		LOW	W	Alexandra Fiord	D. integrifolia	DRY	1	3	39	NA	NA		0	0	0	0	0	NA	1 and 2	b4	5	11.2		1	S	Hailey	39	D. integrifolia	Alexandra Fiord	DRY	1	W	3	224	Longterm	Cassandra			
DRY1W	3	39	W1.A06.W1b4_DRY1W_3_39_R1_val_1_bismark_bt2_pe.bam	55719535	39007361	7468847	9243127	200	5618278	33389083	1110479116	36690817	81269777	20889280	132726423	21099349	817803470	D. integrifolia	Alexandra Fiord	DRY	1	W	3	224	Y	Cassandra	DRY_1_W_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRY	W	1	3	Longterm	1	N	1	NA		0.02	11:02	209	208	4	1	NA	NA	1 and 2	b4		Dr039	T	3	Dryas	DRY	1	50	50	49	1	224	Y	50	51.3	NA	45.63	5.67	Y	Andrew		74	5	2		HIGH	W	Alexandra Fiord	D. integrifolia	DRY	1	3	39	NA	NA		0	0	0	0	0	NA	1 and 2	b4	5	11.2		1	S	Hailey	39	D. integrifolia	Alexandra Fiord	DRY	1	W	3	224	Longterm	Cassandra			
MEAD2W	450	70	W1.A07.W1a6_MEAD2W_450_70_R1_val_1_bismark_bt2_pe.bam	54050079	37676582	6882291	9491002	204	5455838	32220744	1048968053	33670072	80063952	19757414	125723807	19668308	770084500	D. integrifolia	Alexandra Fiord	MEAD	2	W	450	224	Longterm	Cassandra	MEAD_2_W_450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEAD	W	2	450	Longterm	1	N		NA		0.06	12:49	209	208	0	NA	NA	NA	1 and 2	a6		Dr070	T	450	Dryas	MEAD	2	0	0	NA	NA	224	Y	0	0	NA	0	0	N	Hailey		126	2	1		LOW	W	Alexandra Fiord	D. integrifolia	MEAD	2	450	70	NA	NA		0	0	0	0	0	NA	1 and 2	a6	2	15.8-2.4		1	S	Cassandra	70	D. integrifolia	Alexandra Fiord	MEAD	2	W	450	224	Longterm	Cassandra			
MEAD2W	450	70	W1.A07.W1a6_MEAD2W_450_70_R1_val_1_bismark_bt2_pe.bam	54050079	37676582	6882291	9491002	204	5455838	32220744	1048968053	33670072	80063952	19757414	125723807	19668308	770084500	D. integrifolia	Alexandra Fiord	MEAD	2	W	450	224	Longterm	Cassandra	MEAD_2_W_450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEAD	W	2	450	Longterm	1	N		NA		0.06	12:49	209	208	0	NA	NA	NA	1 and 2	a6		Dr070	T	450	Dryas	MEAD	2	0	0	NA	NA	224	Y	0	0	NA	0	0	N	Hailey		126	2	1		HIGH	W	Alexandra Fiord	D. integrifolia	MEAD	2	450	70	NA	NA		0	0	0	0	0	NA	1 and 2	a6	2	15.8-2.4		1	S	Cassandra	70	D. integrifolia	Alexandra Fiord	MEAD	2	W	450	224	Longterm	Cassandra			
WILL7W	448	107	W1.A08.W1e8_WILL7W_448_107_R1_val_1_bismark_bt2_pe.bam	60464752	41816776	8553957	10093807	212	6294138	35522638	1191711292	39640456	85971152	22387519	142903855	22406052	878402258	D. integrifolia	Alexandra Fiord	WILL	7	W	448	224	Longterm	Cassandra	WILL_7_W_448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WILL	W	7	448	Longterm	1	N		NA		0.05	3:20	209	208	7	NA	NA	NA	1 and 2	e8		Dr107	T	448	Dryas	WILL	7	50	51	50	0	224	Y	66	8.86	16	2.21	6.65	Y	Andrew		165	1	2		LOW	W	Alexandra Fiord	D. integrifolia	WILL	7	448	107	NA	NA		0	0	0	0	0	NA	1 and 2	e8	4	=15-2.4	2 - hairy	2	S	Cassandra	107	D. integrifolia	Alexandra Fiord	WILL	7	W	448	224	Longterm	Cassandra			
WILL7W	448	107	W1.A08.W1e8_WILL7W_448_107_R1_val_1_bismark_bt2_pe.bam	60464752	41816776	8553957	10093807	212	6294138	35522638	1191711292	39640456	85971152	22387519	142903855	22406052	878402258	D. integrifolia	Alexandra Fiord	WILL	7	W	448	224	Longterm	Cassandra	WILL_7_W_448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WILL	W	7	448	Longterm	1	N		NA		0.05	3:20	209	208	7	NA	NA	NA	1 and 2	e8		Dr107	T	448	Dryas	WILL	7	50	51	50	0	224	Y	66	8.86	16	2.21	6.65	Y	Andrew		165	1	2		HIGH	W	Alexandra Fiord	D. integrifolia	WILL	7	448	107	NA	NA		0	0	0	0	0	NA	1 and 2	e8	4	=15-2.4	2 - hairy	2	S	Cassandra	107	D. integrifolia	Alexandra Fiord	WILL	7	W	448	224	Longterm	Cassandra			
CASS5W	525	130	W1.A09.W1f10_CASS5W_525_130_R1_val_1_bismark_bt2_pe.bam	61139542	42436679	8676859	10025746	258	6425166	36011513	1209972134	43205344	80255038	25525734	142214870	25670200	893100948	D. integrifolia	Alexandra Fiord	CASS	5	W	525	224	Longterm	Cassandra	CASS_5_W_525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASS	W	5	525	Longterm	4	Y	526,527	5	Y	0.03	11:14	208	208	7	NA	NA	NA	1 and 2	f10		Dr130	T	525	Dryas	CASS	5	50	44	28	16	224	Y	50	22.28	NA	13.13	9.15	Y	Zoe		17	3	2		LOW	W	Alexandra Fiord	D. integrifolia	CASS	5	525	130	27	0.003	D2	0	2	3	4	4	0.148148148	1 and 2	f10	5	16.5-14.2	3- hairy	3	S	Cassandra	130	D. integrifolia	Alexandra Fiord	CASS	5	W	525	224	Longterm	Cassandra			
CASS5W	525	130	W1.A09.W1f10_CASS5W_525_130_R1_val_1_bismark_bt2_pe.bam	61139542	42436679	8676859	10025746	258	6425166	36011513	1209972134	43205344	80255038	25525734	142214870	25670200	893100948	D. integrifolia	Alexandra Fiord	CASS	5	W	525	224	Longterm	Cassandra	CASS_5_W_525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASS	W	5	525	Longterm	4	Y	526,527	5	Y	0.03	11:14	208	208	7	NA	NA	NA	1 and 2	f10		Dr130	T	525	Dryas	CASS	5	50	44	28	16	224	Y	50	22.28	NA	13.13	9.15	Y	Zoe		17	3	2		HIGH	W	Alexandra Fiord	D. integrifolia	CASS	5	525	130	27	0.003	D2	0	0	0	0	0	0	1 and 2	f10	5	16.5-14.2	3- hairy	3	S	Cassandra	130	D. integrifolia	Alexandra Fiord	CASS	5	W	525	224	Longterm	Cassandra			
FERT30W	14F	40	W1.B06.W1c4_FERT30W_14F_40_R1_val_1_bismark_bt2_pe.bam	58518750	41263390	8286255	8968882	223	7709633	33553757	1156988940	38849471	82390305	21596148	139083863	21790378	853278775	D. integrifolia	Alexandra Fiord	FERT	30	W	14F	224	Y	Cassandra	FERT_30_W_14F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FERT	W	30	14F	Y	2	Y	y	3	Y	0.04	12:19	209	208	9	2	NA	NA	1 and 2	c4		Dr040	T	14F	Dryas	FERT	30	50	47	31	15	224	Y	50	21.82	NA	14.67	7.15	Y	Andrew		119	2	2		LOW	W	Alexandra Fiord	D. integrifolia	FERT	30	14F	40	25	0.006	C2	1	3	1	2	2	0.08	1 and 2	c4	3	11.6		1	S	Hailey	40	D. integrifolia	Alexandra Fiord	FERT	30	W	14F	224	Y	Cassandra			
